# C++ name	package	module	Luce name	file:line	kind
Gfx::Palette::inactive_window_title_shadow	luce-browser-render	gfx	palette_inactive_window_title_shadow	Libraries/LibGfx/Palette.h:81	ported
Gfx::Palette::inactive_window_title_stripes	luce-browser-render	gfx	palette_inactive_window_title_stripes	Libraries/LibGfx/Palette.h:80	ported
Gfx::Palette::is_dark	luce-browser-render	gfx	palette_is_dark	Libraries/LibGfx/Palette.h:168	ported
Gfx::Palette::link	luce-browser-render	gfx	palette_link	Libraries/LibGfx/Palette.h:122	ported
Gfx::Palette::magenta	luce-browser-render	gfx	palette_magenta	Libraries/LibGfx/Palette.h:152	ported
Gfx::Palette::menu_base	luce-browser-render	gfx	palette_menu_base	Libraries/LibGfx/Palette.h:95	ported
Gfx::Palette::menu_base_text	luce-browser-render	gfx	palette_menu_base_text	Libraries/LibGfx/Palette.h:96	ported
Gfx::Palette::menu_selection	luce-browser-render	gfx	palette_menu_selection	Libraries/LibGfx/Palette.h:97	ported
Gfx::Palette::menu_selection_text	luce-browser-render	gfx	palette_menu_selection_text	Libraries/LibGfx/Palette.h:98	ported
Gfx::Palette::menu_shadow_path	luce-browser-render	gfx	palette_menu_shadow_path	Libraries/LibGfx/Palette.h:180	ported
Gfx::Palette::menu_stripe	luce-browser-render	gfx	palette_menu_stripe	Libraries/LibGfx/Palette.h:94	ported
Gfx::Palette::metric	luce-browser-render	gfx	palette_metric	Libraries/LibGfx/Palette.h:188	ported
Gfx::Palette::moving_window_border1	luce-browser-render	gfx	palette_moving_window_border1	Libraries/LibGfx/Palette.h:82	ported
Gfx::Palette::moving_window_border2	luce-browser-render	gfx	palette_moving_window_border2	Libraries/LibGfx/Palette.h:83	ported
Gfx::Palette::moving_window_title	luce-browser-render	gfx	palette_moving_window_title	Libraries/LibGfx/Palette.h:84	ported
Gfx::Palette::moving_window_title_shadow	luce-browser-render	gfx	palette_moving_window_title_shadow	Libraries/LibGfx/Palette.h:86	ported
Gfx::Palette::moving_window_title_stripes	luce-browser-render	gfx	palette_moving_window_title_stripes	Libraries/LibGfx/Palette.h:85	ported
Gfx::Palette::path	luce-browser-render	gfx	palette_path	Libraries/LibGfx/Palette.h:189	ported
Gfx::Palette::red	luce-browser-render	gfx	palette_red	Libraries/LibGfx/Palette.h:148	ported
Gfx::Palette::rubber_band_border	luce-browser-render	gfx	palette_rubber_band_border	Libraries/LibGfx/Palette.h:110	ported
Gfx::Palette::rubber_band_fill	luce-browser-render	gfx	palette_rubber_band_fill	Libraries/LibGfx/Palette.h:109	ported
Gfx::Palette::ruler	luce-browser-render	gfx	palette_ruler	Libraries/LibGfx/Palette.h:113	ported
Gfx::Palette::ruler_active_text	luce-browser-render	gfx	palette_ruler_active_text	Libraries/LibGfx/Palette.h:115	ported
Gfx::Palette::ruler_border	luce-browser-render	gfx	palette_ruler_border	Libraries/LibGfx/Palette.h:114	ported
Gfx::Palette::ruler_inactive_text	luce-browser-render	gfx	palette_ruler_inactive_text	Libraries/LibGfx/Palette.h:116	ported
Gfx::Palette::selection	luce-browser-render	gfx	palette_selection	Libraries/LibGfx/Palette.h:67	ported
Gfx::Palette::selection_text	luce-browser-render	gfx	palette_selection_text	Libraries/LibGfx/Palette.h:68	ported
Gfx::Palette::set_alignment	luce-browser-render	gfx	palette_set_alignment	Libraries/LibGfx/Palette.cpp:55	ported
Gfx::Palette::set_color	luce-browser-render	gfx	palette_set_color	Libraries/LibGfx/Palette.cpp:47	ported
Gfx::Palette::set_flag	luce-browser-render	gfx	palette_set_flag	Libraries/LibGfx/Palette.cpp:63	ported
Gfx::Palette::set_metric	luce-browser-render	gfx	palette_set_metric	Libraries/LibGfx/Palette.cpp:71	ported
Gfx::Palette::set_path	luce-browser-render	gfx	palette_set_path	Libraries/LibGfx/Palette.cpp:79	ported
Gfx::Palette::syntax_comment	luce-browser-render	gfx	palette_syntax_comment	Libraries/LibGfx/Palette.h:126	ported
Gfx::Palette::syntax_control_keyword	luce-browser-render	gfx	palette_syntax_control_keyword	Libraries/LibGfx/Palette.h:134	ported
Gfx::Palette::syntax_custom_type	luce-browser-render	gfx	palette_syntax_custom_type	Libraries/LibGfx/Palette.h:139	ported
Gfx::Palette::syntax_function	luce-browser-render	gfx	palette_syntax_function	Libraries/LibGfx/Palette.h:137	ported
Gfx::Palette::syntax_identifier	luce-browser-render	gfx	palette_syntax_identifier	Libraries/LibGfx/Palette.h:129	ported
Gfx::Palette::syntax_keyword	luce-browser-render	gfx	palette_syntax_keyword	Libraries/LibGfx/Palette.h:133	ported
Gfx::Palette::syntax_member	luce-browser-render	gfx	palette_syntax_member	Libraries/LibGfx/Palette.h:141	ported
Gfx::Palette::syntax_namespace	luce-browser-render	gfx	palette_syntax_namespace	Libraries/LibGfx/Palette.h:140	ported
Gfx::Palette::syntax_number	luce-browser-render	gfx	palette_syntax_number	Libraries/LibGfx/Palette.h:127	ported
Gfx::Palette::syntax_operator	luce-browser-render	gfx	palette_syntax_operator	Libraries/LibGfx/Palette.h:132	ported
Gfx::Palette::syntax_parameter	luce-browser-render	gfx	palette_syntax_parameter	Libraries/LibGfx/Palette.h:142	ported
Gfx::Palette::syntax_preprocessor_statement	luce-browser-render	gfx	palette_syntax_preprocessor_statement	Libraries/LibGfx/Palette.h:135	ported
Gfx::Palette::syntax_preprocessor_value	luce-browser-render	gfx	palette_syntax_preprocessor_value	Libraries/LibGfx/Palette.h:136	ported
Gfx::Palette::syntax_punctuation	luce-browser-render	gfx	palette_syntax_punctuation	Libraries/LibGfx/Palette.h:131	ported
Gfx::Palette::syntax_string	luce-browser-render	gfx	palette_syntax_string	Libraries/LibGfx/Palette.h:128	ported
Gfx::Palette::syntax_type	luce-browser-render	gfx	palette_syntax_type	Libraries/LibGfx/Palette.h:130	ported
Gfx::Palette::syntax_variable	luce-browser-render	gfx	palette_syntax_variable	Libraries/LibGfx/Palette.h:138	ported
Gfx::Palette::taskbar_shadow_path	luce-browser-render	gfx	palette_taskbar_shadow_path	Libraries/LibGfx/Palette.h:181	ported
Gfx::Palette::text_cursor	luce-browser-render	gfx	palette_text_cursor	Libraries/LibGfx/Palette.h:117	ported
Gfx::Palette::theme	luce-browser-render	gfx	palette_theme	Libraries/LibGfx/Palette.h:197	ported
Gfx::Palette::threed_highlight	luce-browser-render	gfx	palette_threed_highlight	Libraries/LibGfx/Palette.h:105	ported
Gfx::Palette::threed_shadow1	luce-browser-render	gfx	palette_threed_shadow1	Libraries/LibGfx/Palette.h:106	ported
Gfx::Palette::threed_shadow2	luce-browser-render	gfx	palette_threed_shadow2	Libraries/LibGfx/Palette.h:107	ported
Gfx::Palette::title_alignment	luce-browser-render	gfx	palette_title_alignment	Libraries/LibGfx/Palette.h:165	ported
Gfx::Palette::title_button_icons_path	luce-browser-render	gfx	palette_title_button_icons_path	Libraries/LibGfx/Palette.h:177	ported
Gfx::Palette::title_buttons_icon_only	luce-browser-render	gfx	palette_title_buttons_icon_only	Libraries/LibGfx/Palette.h:169	ported
Gfx::Palette::tooltip_shadow_path	luce-browser-render	gfx	palette_tooltip_shadow_path	Libraries/LibGfx/Palette.h:182	ported
Gfx::Palette::tray	luce-browser-render	gfx	palette_tray	Libraries/LibGfx/Palette.h:119	ported
Gfx::Palette::tray_text	luce-browser-render	gfx	palette_tray_text	Libraries/LibGfx/Palette.h:120	ported
Gfx::Palette::visited_link	luce-browser-render	gfx	palette_visited_link	Libraries/LibGfx/Palette.h:124	ported
Gfx::Palette::white	luce-browser-render	gfx	palette_white	Libraries/LibGfx/Palette.h:154	ported
Gfx::Palette::window	luce-browser-render	gfx	palette_window	Libraries/LibGfx/Palette.h:65	ported
Gfx::Palette::window_border_radius	luce-browser-render	gfx	palette_window_border_radius	Libraries/LibGfx/Palette.h:172	ported
Gfx::Palette::window_border_thickness	luce-browser-render	gfx	palette_window_border_thickness	Libraries/LibGfx/Palette.h:171	ported
Gfx::Palette::window_text	luce-browser-render	gfx	palette_window_text	Libraries/LibGfx/Palette.h:66	ported
Gfx::Palette::window_title_button_height	luce-browser-render	gfx	palette_window_title_button_height	Libraries/LibGfx/Palette.h:175	ported
Gfx::Palette::window_title_button_width	luce-browser-render	gfx	palette_window_title_button_width	Libraries/LibGfx/Palette.h:174	ported
Gfx::Palette::window_title_height	luce-browser-render	gfx	palette_window_title_height	Libraries/LibGfx/Palette.h:173	ported
Gfx::Palette::yellow	luce-browser-render	gfx	palette_yellow	Libraries/LibGfx/Palette.h:150	ported
Gfx::PaletteImpl	luce-browser-render	gfx	PaletteImpl	Libraries/LibGfx/Palette.h:19	struct
Gfx::PaletteImpl::PaletteImpl	luce-browser-render	gfx	palette_impl_construct	Libraries/LibGfx/Palette.cpp:18	construct
Gfx::PaletteImpl::alignment	luce-browser-render	gfx	palette_impl_alignment	Libraries/LibGfx/Palette.h:34	ported
Gfx::PaletteImpl::clone	luce-browser-render	gfx	palette_impl_clone	Libraries/LibGfx/Palette.cpp:40	ported
Gfx::PaletteImpl::color	luce-browser-render	gfx	palette_impl_color	Libraries/LibGfx/Palette.h:28	ported
Gfx::PaletteImpl::create_with_anonymous_buffer	luce-browser-render	gfx	palette_impl_create_with_anonymous_buffer	Libraries/LibGfx/Palette.cpp:13	ported
Gfx::PaletteImpl::flag	luce-browser-render	gfx	palette_impl_flag	Libraries/LibGfx/Palette.h:40	ported
Gfx::PaletteImpl::metric	luce-browser-render	gfx	palette_impl_metric	Libraries/LibGfx/Palette.cpp:28	ported
Gfx::PaletteImpl::path	luce-browser-render	gfx	palette_impl_path	Libraries/LibGfx/Palette.cpp:34	ported
Gfx::PaletteImpl::replace_internal_buffer	luce-browser-render	gfx	palette_impl_replace_internal_buffer	Libraries/LibGfx/Palette.cpp:88	ported
Gfx::PaletteImpl::theme	luce-browser-render	gfx	palette_impl_theme	Libraries/LibGfx/Palette.h:48	ported
Gfx::Path	luce-browser-render	gfx	Path	Libraries/LibGfx/Path.h:56	struct
Gfx::Path::CapStyle	luce-browser-render	gfx	PathCapStyle	Libraries/LibGfx/Path.h:80	enum
Gfx::Path::JoinStyle	luce-browser-render	gfx	PathJoinStyle	Libraries/LibGfx/Path.h:86	enum
Gfx::Path::Path	luce-browser-render	web_fonts	path_construct	Libraries/LibGfx/Path.h:126	construct
Gfx::Path::append_path	luce-browser-render	gfx	path_append_path	Libraries/LibGfx/Path.h:104	ported
Gfx::Path::arc_to	luce-browser-render	gfx	path_arc_to	Libraries/LibGfx/Path.h:93	ported
Gfx::Path::bounding_box	luce-browser-render	gfx	path_bounding_box	Libraries/LibGfx/Path.h:109	ported
Gfx::Path::clear	luce-browser-render	gfx	path_clear	Libraries/LibGfx/Path.h:75	ported
Gfx::Path::clone	luce-browser-render	gfx	path_clone	Libraries/LibGfx/Path.h:113	ported
Gfx::Path::close	luce-browser-render	gfx	path_close	Libraries/LibGfx/Path.h:78	ported
Gfx::Path::contains	luce-browser-render	gfx	path_contains	Libraries/LibGfx/Path.h:110	ported
Gfx::Path::copy_transformed	luce-browser-render	gfx	path_copy_transformed	Libraries/LibGfx/Path.h:114	ported
Gfx::Path::cubic_bezier_curve_to	luce-browser-render	gfx	path_cubic_bezier_curve_to	Libraries/LibGfx/Path.h:95	ported
Gfx::Path::elliptical_arc_to	luce-browser-render	gfx	path_elliptical_arc_to	Libraries/LibGfx/Path.h:92	ported
Gfx::Path::glyph_run	luce-browser-render	web_fonts	path_glyph_run	Libraries/LibGfx/Path.h:98	ported
Gfx::Path::horizontal_line_to	luce-browser-render	gfx	path_horizontal_line_to	Libraries/LibGfx/Path.h:101	ported
Gfx::Path::impl	luce-browser-render	web_fonts	path_impl	Libraries/LibGfx/Path.h:122	replaced
Gfx::Path::impl	luce-browser-render	web_fonts	path_impl_const	Libraries/LibGfx/Path.h:123	replaced
Gfx::Path::intersect	luce-browser-render	gfx	path_intersect	Libraries/LibGfx/Path.h:105	ported
Gfx::Path::is_empty	luce-browser-render	gfx	path_is_empty	Libraries/LibGfx/Path.h:107	ported
Gfx::Path::last_point	luce-browser-render	gfx	path_last_point	Libraries/LibGfx/Path.h:108	ported
Gfx::Path::line_to	luce-browser-render	gfx	path_line_to	Libraries/LibGfx/Path.h:77	ported
Gfx::Path::move_to	luce-browser-render	gfx	path_move_to	Libraries/LibGfx/Path.h:76	ported
Gfx::Path::offset	luce-browser-render	gfx	path_offset	Libraries/LibGfx/Path.h:99	ported
Gfx::Path::place_text_along	luce-browser-render	web_fonts	path_place_text_along_utf16_view	Libraries/LibGfx/Path.h:116	ported
Gfx::Path::place_text_along	luce-browser-render	web_fonts	path_place_text_along_utf8_view	Libraries/LibGfx/Path.h:115	ported
Gfx::Path::quadratic_bezier_curve_to	luce-browser-render	gfx	path_quadratic_bezier_curve_to	Libraries/LibGfx/Path.h:94	ported
Gfx::Path::set_fill_type	luce-browser-render	gfx	path_set_fill_type	Libraries/LibGfx/Path.h:111	ported
Gfx::Path::text	luce-browser-render	web_fonts	path_text_utf16_view	Libraries/LibGfx/Path.h:97	ported
Gfx::Path::text	luce-browser-render	web_fonts	path_text_utf8_view	Libraries/LibGfx/Path.h:96	ported
Gfx::Path::to_svg_string	luce-browser-render	gfx	path_to_svg_string	Libraries/LibGfx/Path.h:118	ported
Gfx::Path::transform	luce-browser-render	gfx	path_transform	Libraries/LibGfx/Path.h:120	ported
Gfx::Path::vertical_line_to	luce-browser-render	gfx	path_vertical_line_to	Libraries/LibGfx/Path.h:102	ported
Gfx::PathFontProvider	luce-browser-render	web_fonts	PathFontProvider	Libraries/LibGfx/Font/PathFontProvider.h:17	struct
Gfx::PathFontProvider [default member initializers]	luce-browser-render	web_fonts	path_font_provider_init_fields	Libraries/LibGfx/Font/PathFontProvider.h:17	init fields
Gfx::PathFontProvider::PathFontProvider	luce-browser-render	web_fonts	path_font_provider_construct	Libraries/LibGfx/Font/PathFontProvider.cpp:18	construct
Gfx::PathFontProvider::for_each_typeface_with_family_name	luce-browser-render	web_fonts	path_font_provider_for_each_typeface_with_family_name_impl	Libraries/LibGfx/Font/PathFontProvider.cpp:144	impl
Gfx::PathFontProvider::get_font	luce-browser-render	web_fonts	path_font_provider_get_font_impl	Libraries/LibGfx/Font/PathFontProvider.cpp:81	impl
Gfx::PathFontProvider::load_all_fonts_from_uri	luce-browser-render	web_fonts	path_font_provider_load_all_fonts_from_uri	Libraries/LibGfx/Font/PathFontProvider.cpp:42	ported
Gfx::PathFontProvider::name	luce-browser-render	web_fonts	path_font_provider_name_impl	Libraries/LibGfx/Font/PathFontProvider.h:31	impl
Gfx::PathFontProvider::set_name_but_fixme_should_create_custom_system_font_provider	luce-browser-render	web_fonts	path_font_provider_set_name_but_fixme_should_create_custom_system_font_provider	Libraries/LibGfx/Font/PathFontProvider.h:25	ported
Gfx::PathImpl	luce-browser-render	web_fonts	PathImpl	Libraries/LibGfx/Path.h:20	struct
Gfx::PathImpl::append_path	luce-browser-render	web_fonts	path_impl_append_path_impl	Libraries/LibGfx/Path.h:39	impl
Gfx::PathImpl::append_path [dispatch]	luce-browser-render	web_fonts	path_impl_append_path	Libraries/LibGfx/Path.h:20	dispatcher
Gfx::PathImpl::arc_to	luce-browser-render	web_fonts	path_impl_arc_to_impl	Libraries/LibGfx/Path.h:31	impl
Gfx::PathImpl::arc_to [dispatch]	luce-browser-render	web_fonts	path_impl_arc_to	Libraries/LibGfx/Path.h:20	dispatcher
Gfx::PathImpl::bounding_box	luce-browser-render	web_fonts	path_impl_bounding_box_impl	Libraries/LibGfx/Path.h:44	impl
Gfx::PathImpl::bounding_box [dispatch]	luce-browser-render	web_fonts	path_impl_bounding_box	Libraries/LibGfx/Path.h:20	dispatcher
Gfx::PathImpl::clear	luce-browser-render	web_fonts	path_impl_clear_impl	Libraries/LibGfx/Path.h:26	impl
Gfx::PathImpl::clear [dispatch]	luce-browser-render	web_fonts	path_impl_clear	Libraries/LibGfx/Path.h:20	dispatcher
Gfx::PathImpl::clone	luce-browser-render	web_fonts	path_impl_clone_impl	Libraries/LibGfx/Path.h:48	impl
Gfx::PathImpl::clone [dispatch]	luce-browser-render	web_fonts	path_impl_clone	Libraries/LibGfx/Path.h:20	dispatcher
Gfx::PathImpl::close	luce-browser-render	web_fonts	path_impl_close_impl	Libraries/LibGfx/Path.h:29	impl
Gfx::PathImpl::close [dispatch]	luce-browser-render	web_fonts	path_impl_close	Libraries/LibGfx/Path.h:20	dispatcher
Gfx::PathImpl::contains	luce-browser-render	web_fonts	path_impl_contains_impl	Libraries/LibGfx/Path.h:46	impl
Gfx::PathImpl::contains [dispatch]	luce-browser-render	web_fonts	path_impl_contains	Libraries/LibGfx/Path.h:20	dispatcher
Gfx::PathImpl::copy_transformed	luce-browser-render	web_fonts	path_impl_copy_transformed_impl	Libraries/LibGfx/Path.h:49	impl
Gfx::PathImpl::copy_transformed [dispatch]	luce-browser-render	web_fonts	path_impl_copy_transformed	Libraries/LibGfx/Path.h:20	dispatcher
Gfx::PathImpl::create	luce-browser-render	web_fonts	path_impl_create	Libraries/LibGfx/Path.cpp:12	replaced
Gfx::PathImpl::cubic_bezier_curve_to	luce-browser-render	web_fonts	path_impl_cubic_bezier_curve_to_impl	Libraries/LibGfx/Path.h:33	impl
Gfx::PathImpl::cubic_bezier_curve_to [dispatch]	luce-browser-render	web_fonts	path_impl_cubic_bezier_curve_to	Libraries/LibGfx/Path.h:20	dispatcher
Gfx::PathImpl::elliptical_arc_to	luce-browser-render	web_fonts	path_impl_elliptical_arc_to_impl	Libraries/LibGfx/Path.h:30	impl
Gfx::PathImpl::elliptical_arc_to [dispatch]	luce-browser-render	web_fonts	path_impl_elliptical_arc_to	Libraries/LibGfx/Path.h:20	dispatcher
Gfx::PathImpl::glyph_run	luce-browser-render	web_fonts	path_impl_glyph_run_impl	Libraries/LibGfx/Path.h:36	impl
Gfx::PathImpl::glyph_run [dispatch]	luce-browser-render	web_fonts	path_impl_glyph_run	Libraries/LibGfx/Path.h:20	dispatcher
Gfx::PathImpl::intersect	luce-browser-render	web_fonts	path_impl_intersect_impl	Libraries/LibGfx/Path.h:40	impl
Gfx::PathImpl::intersect [dispatch]	luce-browser-render	web_fonts	path_impl_intersect	Libraries/LibGfx/Path.h:20	dispatcher
Gfx::PathImpl::is_empty	luce-browser-render	web_fonts	path_impl_is_empty_impl	Libraries/LibGfx/Path.h:42	impl
Gfx::PathImpl::is_empty [dispatch]	luce-browser-render	web_fonts	path_impl_is_empty	Libraries/LibGfx/Path.h:20	dispatcher
Gfx::PathImpl::last_point	luce-browser-render	web_fonts	path_impl_last_point_impl	Libraries/LibGfx/Path.h:43	impl
Gfx::PathImpl::last_point [dispatch]	luce-browser-render	web_fonts	path_impl_last_point	Libraries/LibGfx/Path.h:20	dispatcher
Gfx::PathImpl::line_to	luce-browser-render	web_fonts	path_impl_line_to_impl	Libraries/LibGfx/Path.h:28	impl
Gfx::PathImpl::line_to [dispatch]	luce-browser-render	web_fonts	path_impl_line_to	Libraries/LibGfx/Path.h:20	dispatcher
Gfx::PathImpl::move_to	luce-browser-render	web_fonts	path_impl_move_to_impl	Libraries/LibGfx/Path.h:27	impl
Gfx::PathImpl::move_to [dispatch]	luce-browser-render	web_fonts	path_impl_move_to	Libraries/LibGfx/Path.h:20	dispatcher
Gfx::PathImpl::offset	luce-browser-render	web_fonts	path_impl_offset_impl	Libraries/LibGfx/Path.h:37	impl
Gfx::PathImpl::offset [dispatch]	luce-browser-render	web_fonts	path_impl_offset	Libraries/LibGfx/Path.h:20	dispatcher
Gfx::PathImpl::place_text_along	luce-browser-render	web_fonts	path_impl_place_text_along_utf16_view_impl	Libraries/LibGfx/Path.h:51	impl
Gfx::PathImpl::place_text_along	luce-browser-render	web_fonts	path_impl_place_text_along_utf8_view_impl	Libraries/LibGfx/Path.h:50	impl
Gfx::PathImpl::place_text_along [dispatch]	luce-browser-render	web_fonts	path_impl_place_text_along_utf16_view	Libraries/LibGfx/Path.h:20	dispatcher
Gfx::PathImpl::place_text_along [dispatch]	luce-browser-render	web_fonts	path_impl_place_text_along_utf8_view	Libraries/LibGfx/Path.h:20	dispatcher
Gfx::PathImpl::quadratic_bezier_curve_to	luce-browser-render	web_fonts	path_impl_quadratic_bezier_curve_to_impl	Libraries/LibGfx/Path.h:32	impl
Gfx::PathImpl::quadratic_bezier_curve_to [dispatch]	luce-browser-render	web_fonts	path_impl_quadratic_bezier_curve_to	Libraries/LibGfx/Path.h:20	dispatcher
Gfx::PathImpl::set_fill_type	luce-browser-render	web_fonts	path_impl_set_fill_type_impl	Libraries/LibGfx/Path.h:45	impl
Gfx::PathImpl::set_fill_type [dispatch]	luce-browser-render	web_fonts	path_impl_set_fill_type	Libraries/LibGfx/Path.h:20	dispatcher
Gfx::PathImpl::text	luce-browser-render	web_fonts	path_impl_text_utf16_view_impl	Libraries/LibGfx/Path.h:35	impl
Gfx::PathImpl::text	luce-browser-render	web_fonts	path_impl_text_utf8_view_impl	Libraries/LibGfx/Path.h:34	impl
Gfx::PathImpl::text [dispatch]	luce-browser-render	web_fonts	path_impl_text_utf16_view	Libraries/LibGfx/Path.h:20	dispatcher
Gfx::PathImpl::text [dispatch]	luce-browser-render	web_fonts	path_impl_text_utf8_view	Libraries/LibGfx/Path.h:20	dispatcher
Gfx::PathImpl::to_svg_string	luce-browser-render	web_fonts	path_impl_to_svg_string_impl	Libraries/LibGfx/Path.h:53	impl
Gfx::PathImpl::to_svg_string [dispatch]	luce-browser-render	web_fonts	path_impl_to_svg_string	Libraries/LibGfx/Path.h:20	dispatcher
Gfx::PathImplSkia::PathImplSkia(PathImplSkia	luce-browser-render	gfx	path_impl_raster_clone	PathSkia.cpp:35	replaced
Gfx::PathImplSkia::append_path	luce-browser-render	gfx	path_impl_raster_append_path	PathSkia.cpp:207	replaced
Gfx::PathImplSkia::arc_to	luce-browser-render	gfx	path_impl_raster_arc_to	PathSkia.cpp:76	replaced
Gfx::PathImplSkia::bounding_box	luce-browser-render	gfx	path_impl_raster_bounding_box	PathSkia.cpp:230	replaced
Gfx::PathImplSkia::clear	luce-browser-render	gfx	path_impl_raster_clear	PathSkia.cpp:43	replaced
Gfx::PathImplSkia::close	luce-browser-render	gfx	path_impl_raster_close	PathSkia.cpp:59	replaced
Gfx::PathImplSkia::contains	luce-browser-render	gfx	path_impl_raster_contains	PathSkia.cpp:236	replaced
Gfx::PathImplSkia::copy_transformed	luce-browser-render	gfx	path_impl_raster_copy_transformed	PathSkia.cpp:253	replaced
Gfx::PathImplSkia::create	luce-browser-render	gfx	path_impl_raster_create	PathSkia.cpp:25	replaced
Gfx::PathImplSkia::cubic_bezier_curve_to	luce-browser-render	gfx	path_impl_raster_cubic_bezier_curve_to	PathSkia.cpp:90	replaced
Gfx::PathImplSkia::elliptical_arc_to	luce-browser-render	gfx	path_impl_raster_elliptical_arc_to	PathSkia.cpp:65	replaced
Gfx::PathImplSkia::intersect	luce-browser-render	gfx	path_impl_raster_intersect	PathSkia.cpp:212	replaced
Gfx::PathImplSkia::is_empty	luce-browser-render	gfx	path_impl_raster_is_empty	PathSkia.cpp:217	replaced
Gfx::PathImplSkia::last_point	luce-browser-render	gfx	path_impl_raster_last_point	PathSkia.cpp:222	replaced
Gfx::PathImplSkia::line_to	luce-browser-render	gfx	path_impl_raster_line_to	PathSkia.cpp:54	replaced
Gfx::PathImplSkia::move_to	luce-browser-render	gfx	path_impl_raster_move_to	PathSkia.cpp:48	replaced
Gfx::PathImplSkia::offset	luce-browser-render	gfx	path_impl_raster_offset	PathSkia.cpp:131	replaced
Gfx::PathImplSkia::quadratic_bezier_curve_to	luce-browser-render	gfx	path_impl_raster_quadratic_bezier_curve_to	PathSkia.cpp:85	replaced
Gfx::PathImplSkia::set_fill_type	luce-browser-render	gfx	path_impl_raster_set_fill_type	PathSkia.cpp:243	replaced
Gfx::PathImplSkia::to_svg_string	luce-browser-render	gfx	path_impl_raster_to_svg_string	PathSkia.cpp:259	replaced
Gfx::PathRole	luce-browser-render	gfx	PathRole	Libraries/LibGfx/SystemTheme.h:256	enum
Gfx::Point	luce-browser-render	gfx	Point	Libraries/LibGfx/Point.h:20	opaque
Gfx::Point::Point<T> [CssPixelPoint]	luce-browser-render	gfx	css_pixel_point_construct	Libraries/LibGfx/Point.h:24	construct
Gfx::Point::Point<T> [CssPixelPoint]	luce-browser-render	gfx	css_pixel_point_construct_int	Libraries/LibGfx/Point.h:31	ported
Gfx::Point::Point<T> [FloatPoint]	luce-browser-render	gfx	float_point_construct	Libraries/LibGfx/Point.h:24	construct
Gfx::Point::Point<T> [FloatPoint]	luce-browser-render	gfx	float_point_construct_i32	Libraries/LibGfx/Point.h:31	ported
Gfx::Point::Point<T> [IntPoint]	luce-browser-render	gfx	int_point_construct	Libraries/LibGfx/Point.h:24	construct
Gfx::Point::Point<T> [IntPoint]	luce-browser-render	gfx	int_point_construct_f32	Libraries/LibGfx/Point.h:31	ported
Gfx::Point::Point<T><CSSPixels> [FloatPoint]	luce-browser-render	gfx	float_point_to_type_css_pixels	Libraries/LibGfx/Point.h:38	ported
Gfx::Point::Point<T><CSSPixels> [IntPoint]	luce-browser-render	gfx	int_point_to_type_css_pixels	Libraries/LibGfx/Point.h:38	ported
Gfx::Point::Point<T><float> [CssPixelPoint]	luce-browser-render	gfx	css_pixel_point_to_type_f32	Libraries/LibGfx/Point.h:38	ported
Gfx::Point::Point<T><float> [IntPoint]	luce-browser-render	gfx	int_point_to_type_f32	Libraries/LibGfx/Point.h:38	ported
Gfx::Point::Point<T><int> [CssPixelPoint]	luce-browser-render	gfx	css_pixel_point_to_type_i32	Libraries/LibGfx/Point.h:38	ported
Gfx::Point::Point<T><int> [FloatPoint]	luce-browser-render	gfx	float_point_to_type_i32	Libraries/LibGfx/Point.h:38	ported
Gfx::Point::absolute_relative_distance_to [CssPixelPoint]	luce-browser-render	gfx	css_pixel_point_absolute_relative_distance_to	Libraries/LibGfx/Point.h:220	dropped
Gfx::Point::absolute_relative_distance_to [FloatPoint]	luce-browser-render	gfx	float_point_absolute_relative_distance_to	Libraries/LibGfx/Point.h:220	ported
Gfx::Point::absolute_relative_distance_to [IntPoint]	luce-browser-render	gfx	int_point_absolute_relative_distance_to	Libraries/LibGfx/Point.h:220	ported
Gfx::Point::constrain [CssPixelPoint]	luce-browser-render	gfx	css_pixel_point_constrain	Libraries/LibGfx/Point.cpp:16	dropped
Gfx::Point::constrain [FloatPoint]	luce-browser-render	gfx	float_point_constrain	Libraries/LibGfx/Point.cpp:16	ported
Gfx::Point::constrain [IntPoint]	luce-browser-render	gfx	int_point_constrain	Libraries/LibGfx/Point.cpp:16	ported
Gfx::Point::constrained [CssPixelPoint]	luce-browser-render	gfx	css_pixel_point_constrained	Libraries/LibGfx/Point.h:113	dropped
Gfx::Point::constrained [FloatPoint]	luce-browser-render	gfx	float_point_constrained	Libraries/LibGfx/Point.h:113	ported
Gfx::Point::constrained [IntPoint]	luce-browser-render	gfx	int_point_constrained	Libraries/LibGfx/Point.h:113	ported
Gfx::Point::distance_from [CssPixelPoint]	luce-browser-render	gfx	css_pixel_point_distance_from	Libraries/LibGfx/Point.h:213	dropped
Gfx::Point::distance_from [FloatPoint]	luce-browser-render	gfx	float_point_distance_from	Libraries/LibGfx/Point.h:213	ported
Gfx::Point::distance_from [IntPoint]	luce-browser-render	gfx	int_point_distance_from	Libraries/LibGfx/Point.h:213	ported
Gfx::Point::dx_relative_to [CssPixelPoint]	luce-browser-render	gfx	css_pixel_point_dx_relative_to	Libraries/LibGfx/Point.h:197	ported
Gfx::Point::dx_relative_to [FloatPoint]	luce-browser-render	gfx	float_point_dx_relative_to	Libraries/LibGfx/Point.h:197	ported
